Model,Entity Type,Entity,Predicted,Actual
default_model,ORG,Bellevue University Student,1,0
default_model,ORG,Union Pacific Railroad,1,0
default_model,ORG,Altus,1,0
default_model,ORG,Facilitate,1,0
default_model,ORG,Financial Management,1,0
default_model,ORG,PeopleSoft,1,0
default_model,ORG,Computer Skills: MS Office,1,0
default_model,ORG,VOLUNTEER/COMMUNITY,1,0
default_model,ORG,Gold Star Chapter,1,0
default_model,ORG,Planned,1,0
default_model,ORG,PowerPoint,1,0
default_model,ORG,Bishop Clarkson Hospital,1,0
default_model,ORG,Converted,1,0
default_model,ORG,MS Word,1,0
default_model,ORG,Air Training Command Instructor,1,0
default_model,ORG,Networking Bellevue University,1,0
default_model,ORG,Bellevue University,1,0
default_model,ORG,Assess,1,0
default_model,ORG,MS Access Applications: MS Office,1,0
default_model,ORG,PHP Scripting,1,0
default_model,ORG,Information Systems,1,0
default_model,ORG,Bellevue University Student Advisory Council,1,0
default_model,ORG,Linux Technical Support: Installation,1,0
default_model,ORG,Configuration & Troubleshooting of Hardware & Software,1,0
default_model,ORG, Received Customer Service Satisfaction Award,1,0
default_model,ORG,American Colleges,1,0
default_model,ORG,Crisis Center Inc & Family Violence Coalition,1,0
default_model,ORG,Social Sciences Student Organization,1,0
default_model,ORG,Linux Management & Design of Database Systems SQL,1,0
default_model,ORG,Criminal Justice/Shelter Advocate,1,0
default_model,ORG,Rehabilitation Specialist,1,0
default_model,ORG,Relational Database Management Microcomputer Graphics/Mapping MS Office,1,0
default_model,ORG,Summer Research Enrichment Program,1,0
default_model,ORG,XML,1,0
default_model,ORG,Iowa Western Community College,1,0
default_model,ORG,MS Project PROFESSIONAL EXPERIENCE Computer Support Technician/Intern,1,0
default_model,ORG,Central NE Goodwill Industries,1,0
default_model,ORG,AFFILIATIONS,1,0
default_model,ORG,IMA,1,0
default_model,ORG,Accounting Coordinator,1,0
default_model,ORG,Social Services,1,0
default_model,ORG,Bellevue NE Expected Graduation,1,0
default_model,ORG,Bachelor of Science,1,0
default_model,ORG,Bellevue University,1,0
default_model,ORG,Data Analysis,1,0
default_model,ORG,Calculus & Mathematical Analysis,1,0
default_model,ORG,Community College of the Air Force Numerous,1,0
default_model,ORG,Advanced Microcomputer Applications UNIX,1,0
default_model,ORG,MS Office (Word,1,0
default_model,ORG,ASP,1,0
default_model,ORG,HTML,1,0
default_model,ORG,Bellevue University Student Newspaper Volunteer,1,0
default_model,ORG,Publicity Committee,1,0
default_model,ORG,Omaha Public Power District,1,0
default_model,ORG,Concentration in,1,0
default_model,ORG,UNIX,1,0
default_model,ORG,BS in Human & Social Service Administration,1,0
default_model,ORG,Completed,1,0
default_model,ORG,Incentive Awards,1,0
default_model,ORG,Operated IBM,1,0
default_model,ORG,the Air Force,1,0
default_model,ORG,Behavioral,1,0
default_model,ORG,Writing Tutor and Test Administrator,1,0
default_model,ORG,Central Community College,1,0
default_model,ORG,Analysis,1,0
default_model,ORG,Visual Basic,1,0
default_model,ORG,Nebraska Special Olympics,1,0
default_model,ORG,Mental Illness,1,0
default_model,ORG,Stress Management and,1,0
default_model,ORG,TQM,1,0
default_model,ORG,Conducted,1,0
default_model,ORG,Information Systems Analysis,1,0
default_model,ORG,Receptionist,1,0
default_model,ORG,4.00/4.00 Dean’s Scholar Certificate,1,0
default_model,ORG,COMPUTER/TECHNICAL,1,0
default_model,ORG,U.S. Savings Bond Drive,1,0
default_model,ORG,Assisted the Center,1,0
default_model,ORG, Recognized as Information Systems Employee,1,0
default_model,ORG,SPSS,1,0
default_model,ORG,INTERNSHIP,1,0
default_model,ORG,the Center Employment Trainer,1,0
default_model,ORG,Assisted,1,0
default_model,ORG,Computer Information Systems,1,0
default_model,ORG,Intern-Market Research,1,0
default_model,ORG,Bellevue University Student Newspaper,1,0
default_model,ORG,Bachelor of Arts,1,0
default_model,ORG,Sales Associate & Machinist,1,0
default_model,ORG,University of Nebraska Medical Center,1,0
default_model,ORG,Lincoln Financial Group,1,0
default_model,ORG,MS Access,1,0
default_model,ORG,Council Bluffs,1,0
default_model,ORG,Computer Programming Electronic Computer Programming Institute,1,0
default_model,ORG,Calculated,1,0
default_model,ORG,Customer Relations,1,0
default_model,ORG,Professional,1,0
default_model,ORG,Tiffany Square Care Center,1,0
default_model,ORG,GPA,1,0
default_model,ORG,Windows,1,0
default_model,PERSON,• Worked,1,0
default_model,PERSON,Head Boy,1,0
default_model,PERSON,Pava,1,0
default_model,PERSON,Matt Smith,1,0
default_model,PERSON,Wharton Dean’s,1,0
default_model,PERSON,Developed,1,0
default_model,PERSON,Penn,1,0
default_model,PERSON,Java,1,0
default_model,EMAIL,student@wharton.upenn.edu,1,0
default_model,ORG,Harnwell College House,1,0
default_model,ORG,• AS Levels: Further Mathematics A,1,0
default_model,ORG,Management & Technology Summer Institute,1,0
default_model,ORG,Dubai College,1,0
default_model,ORG,MVP American College Cricket Ivy League Championship,1,0
default_model,ORG,Developed Excel,1,0
default_model,ORG,Penn Cricket Club,1,0
default_model,ORG,Computer Science,1,0
default_model,ORG,Wharton Small Business Development Center,1,0
default_model,ORG,Dubai College Cricket,1,0
default_model,ORG,Permanent Address,1,0
default_model,ORG,UAE U-19 National Cricket Team,1,0
default_model,ORG,Penn • Coordinated,1,0
default_model,ORG,UAE U-17 National Cricket Team Player,1,0
default_model,ORG,University of Pennsylvania,1,0
default_model,ORG,Arduino,1,0
default_model,ORG,Management and Technology Philadelphia,1,0
default_model,ORG,Facilitated,1,0
default_model,ORG,Microsoft Office,1,0
default_model,ORG,MVP DC Senior Team,1,0
default_model,ORG,School Address,1,0
default_model,ORG,Jerome Fisher Program,1,0
default_model,ORG,C,1,0
default_model,ORG,OCaml,1,0
default_model,PERSON,LEE BIO biostudent@sas.upenn.edu,1,0
default_model,PERSON,Established,1,0
default_model,PERSON,Agarose Gel Electrophoresis,1,0
default_model,PERSON,Developed,1,0
default_model,PERSON,Hamilton Ave,1,0
default_model,PERSON,Tissue Harvest,1,0
default_model,EMAIL,biostudent@sas.upenn.edu,1,0
default_model,ORG,Biological Basis of Behavior,1,0
default_model,ORG,Children’s Hospital of Philadelphia Summer,1,0
default_model,ORG,Peoplesoft,1,0
default_model,ORG,Kaplan SAT,1,0
default_model,ORG,University of Pennsylvania School of Medicine Spring 20xx,1,0
default_model,ORG,University of Pennsylvania Philadelphia,1,0
default_model,ORG,King’s College London,1,0
default_model,ORG,PowerPoint,1,0
default_model,ORG,House,1,0
default_model,ORG,University of London,1,0
default_model,ORG,PA Department of Otorhinolaryngology,1,0
default_model,ORG,Children’s Hospital of,1,0
default_model,ORG,King’s Court,1,0
default_model,ORG,Journey Christian Fellowship,1,0
default_model,ORG,Amigos de las Americas,1,0
default_model,ORG,English College House,1,0
default_model,ORG,College of Arts and Sciences,1,0
default_model,ORG,Lymphoproliferation Assay,1,0
default_model,ORG,Retro-Orbital Bleeds,1,0
default_model,ORG,Clinical Research,1,0
default_model,ORG,Mentoring Program Coordinator,1,0
default_model,ORG,Inner-City Missions,1,0
default_model,ORG,University of Pennsylvania Fall 20xx,1,0
default_model,ORG,Coordinated,1,0
default_model,ORG,ELISA,1,0
default_model,ORG,Restriction Enzyme Digestion,1,0
default_model,ORG,Microsoft Office,1,0
default_model,ORG,Community Service/ Public Relations/ Recreation,1,0
default_model,ORG,MS Excel and Access OTHER EXPERIENCE,1,0
default_model,ORG,Created,1,0
default_model,ORG,Assisted House Board,1,0
default_model,ORG,Summer Missions Exposure,1,0
default_model,PERSON,Cloud Computing,1,0
default_model,PERSON,Wharton,1,0
default_model,PERSON,ANN TAYLOR LOFT,1,0
default_model,PERSON,William Penn Academy,1,0
default_model,PERSON,Patricia Venti,1,0
default_model,PERSON,Algorithms,1,0
default_model,PERSON,William Penn,1,0
default_model,PERSON,• Managed,1,0
default_model,PERSON,Java,1,0
default_model,PERSON,Flash,1,0
default_model,PERSON,Graduated Cum Laude Cumulative GPA,1,0
default_model,PERSON,Intro,1,0
default_model,PERSON,Ruby Significant,1,0
default_model,PERSON,Ronald McDonald House,1,0
default_model,EMAIL,patriciaventi@seas.upenn.edu,1,0
default_model,ORG,• Organized,1,0
default_model,ORG,Artificial Intelligence,1,0
default_model,ORG,Scalable,1,0
default_model,ORG,digital marketing & advertising,1,0
default_model,ORG,CSS,1,0
default_model,ORG,AWS,1,0
default_model,ORG,Consumer Psychology (Psychology,1,0
default_model,ORG,PHP,1,0
default_model,ORG,UNIVERSITY OF PENNSYLVANIA,1,0
default_model,ORG,Big Data,1,0
default_model,ORG,Haskell,1,0
default_model,ORG,JavaScript,1,0
default_model,ORG,Dynamic Systems,1,0
default_model,ORG,Applied Science,1,0
default_model,ORG,Networked & Social Systems Engineering,1,0
default_model,ORG,Shell Scripting,1,0
default_model,ORG,Mathematical Foundations of Computer Science,1,0
default_model,ORG,HTML,1,0
default_model,ORG,Performance Marketing Department,1,0
default_model,ORG,Volunteer January 2014 ‐,1,0
default_model,ORG,Society of Women Engineers,1,0
default_model,ORG,Data Structures/Algorithms,1,0
default_model,ORG,Content Marketing Intern,1,0
default_model,ORG,University of Pennsylvania,1,0
default_model,ORG,School of Engineering,1,0
default_model,ORG,• Updated,1,0
default_model,ORG,DIGITAL,1,0
default_model,ORG,• Hold,1,0
default_model,ORG,Interactive Technology,1,0
default_model,ORG,the College & Marketing,1,0
default_model,ORG,• Assembled,1,0
default_model,ORG,• Created,1,0
default_model,ORG,Social Networks,1,0
default_model,ORG,OpenStack,1,0
default_model,ORG,Networked Systems,1,0
default_model,PERSON,• Developed,1,0
default_model,PERSON,Sofia B. Good,1,0
default_model,PERSON,Linear Algebra,1,0
default_model,PERSON,Differential Equations,1,0
default_model,PERSON,Webmaster,1,0
default_model,PERSON,AdWords,1,0
default_model,PERSON,C++,1,0
default_model,PERSON,Git,1,0
default_model,PERSON,Penn,1,0
default_model,PERSON,Volunteer,1,0
default_model,PERSON,Outbrain,1,0
default_model,EMAIL,sofiagood@seas.upenn.edu,1,0
default_model,ORG,CSS,1,0
default_model,ORG,Software Engineering,1,0
default_model,ORG,HONORS & ACTIVITIES,1,0
default_model,ORG,Tau Beta Pi,1,0
default_model,ORG,LaTeX,1,0
default_model,ORG,• Elected Social Chair,1,0
default_model,ORG,Data Structures,1,0
default_model,ORG,Theory of Computation,1,0
default_model,ORG,Software Engineering and,1,0
default_model,ORG,JavaScript,1,0
default_model,ORG,• Launched Google+ Stories,1,0
default_model,ORG,GOOGLE,1,0
default_model,ORG,Stack,1,0
default_model,ORG,• Developed,1,0
default_model,ORG,Rehabilitation Robotics Lab,1,0
default_model,ORG,Private Piano Tutor,1,0
default_model,ORG,Next Tech,1,0
default_model,ORG,• Utilized,1,0
default_model,ORG,HTML,1,0
default_model,ORG,Walnut Street • Philadelphia,1,0
default_model,ORG,PennApps,1,0
default_model,ORG,Computer Science,1,0
default_model,ORG,Linux/Python/SQL,1,0
default_model,ORG,• Tutored,1,0
default_model,ORG,• Collaborated,1,0
default_model,ORG,IBM BlueMix,1,0
default_model,ORG,Programming Languages & Techniques,1,0
default_model,ORG,ABC,1,0
default_model,ORG,• Formalized,1,0
default_model,ORG,Intro CS Tutor,1,0
default_model,ORG,• Created,1,0
default_model,ORG,University of Pennsylvania,1,0
default_model,ORG,School of Engineering & Applied Science – Philadelphia,1,0
default_model,ORG,• Conducted,1,0
default_model,ORG,West Chester Health System,1,0
default_model,ORG,Product/Tech Intern,1,0
default_model,ORG,Probability,1,0
default_model,ORG,Artificial Intelligence,1,0
default_model,ORG,HTML/CSS,1,0
default_model,ORG,• Wrote,1,0
default_model,PERSON,Babysitter,1,0
default_model,PERSON,Volleyball Representative,1,0
default_model,EMAIL,First.lastname@selu.edu,1,0
default_model,ORG,LEADERSHIPEXPERIENCE Student Athlete,1,0
default_model,ORG,Basketball CampCoach/Coordinator,1,0
default_model,ORG,Southeastern Louisiana University,1,0
default_model,ORG,Microsoft Word,1,0
default_model,ORG,YourRole/Position,1,0
default_model,ORG,Parksand Recreation,1,0
default_model,ORG,CERTIFICATIONS &SKILLS ● CPR &,1,0
default_model,ORG,Student-Athlete AdvisoryCommittee,1,0
default_model,ORG,SLU Food Services,1,0
default_model,ORG,AidCertified,1,0
default_model,ORG,WORKEXPERIENCE Dining RoomAttendant,1,0
default_model,ORG,SoutheasternLouisiana University,1,0
